interaction_id,user_id,place_id,type,rating,dwell_sec,timestamp
i_002601,u_0117,p_0013,view,,326,2025-08-17T14:41:43
i_002602,u_0117,p_0112,view,,162,2025-08-16T17:35:43
i_002603,u_0117,p_0110,save,2.7,,2025-08-20T17:24:43
i_002604,u_0118,p_0055,view,,20,2025-10-05T09:50:43
i_002605,u_0118,p_0055,view,,30,2025-08-11T02:21:43
i_002606,u_0118,p_0009,view,,92,2025-10-20T15:33:43
i_002607,u_0118,p_0017,view,,197,2025-08-06T00:34:43
i_002608,u_0118,p_0056,click,,323,2025-08-11T14:32:43
i_002609,u_0118,p_0015,view,,136,2025-09-21T00:03:43
i_002610,u_0118,p_0014,click,,108,2025-08-03T14:45:43
i_002611,u_0118,p_0001,view,,47,2025-08-10T22:29:43
i_002612,u_0118,p_0010,click,4.4,429,2025-10-08T11:58:43
i_002613,u_0118,p_0066,view,,178,2025-07-28T14:37:43
i_002614,u_0118,p_0066,view,,383,2025-08-16T14:38:43
i_002615,u_0118,p_0002,view,,317,2025-07-30T02:43:43
i_002616,u_0118,p_0002,view,,249,2025-10-14T07:05:43
i_002617,u_0118,p_0067,view,,276,2025-09-04T06:12:43
i_002618,u_0118,p_0001,view,,238,2025-09-17T08:56:43
i_002619,u_0118,p_0119,view,,291,2025-08-08T16:52:43
i_002620,u_0118,p_0056,save,4.8,,2025-10-10T09:39:43
i_002621,u_0118,p_0103,checkin,,,2025-09-28T02:45:43
i_002622,u_0118,p_0018,view,,284,2025-07-31T22:29:43
i_002623,u_0118,p_0064,save,3.6,,2025-10-01T17:29:43
i_002624,u_0119,p_0061,click,,68,2025-10-17T05:35:43
i_002625,u_0119,p_0112,checkin,4.6,,2025-10-06T14:05:43
i_002626,u_0119,p_0018,click,,249,2025-08-03T02:14:43
i_002627,u_0119,p_0013,click,4.2,305,2025-10-08T23:22:43
i_002628,u_0119,p_0006,view,,328,2025-10-08T05:08:43
i_002629,u_0119,p_0115,click,3.2,160,2025-09-13T09:58:43
i_002630,u_0119,p_0117,click,,128,2025-09-11T03:26:43
i_002631,u_0119,p_0117,click,4.0,287,2025-08-31T04:09:43
i_002632,u_0119,p_0057,click,,231,2025-10-06T07:07:43
i_002633,u_0119,p_0103,save,,,2025-10-30T20:07:43
i_002634,u_0119,p_0057,view,,284,2025-09-30T05:39:43
i_002635,u_0119,p_0059,view,,154,2025-09-07T04:15:43
i_002636,u_0119,p_0066,click,4.8,197,2025-08-20T11:55:43
i_002637,u_0119,p_0005,view,,329,2025-10-29T20:57:43
i_002638,u_0119,p_0057,click,,223,2025-09-17T13:24:43
i_002639,u_0119,p_0018,view,,203,2025-09-09T23:21:43
i_002640,u_0119,p_0115,view,,120,2025-07-09T10:46:43
i_002641,u_0119,p_0066,view,,227,2025-10-29T03:23:43
i_002642,u_0119,p_0112,click,4.5,183,2025-07-23T02:36:43
i_002643,u_0119,p_0055,checkin,3.7,,2025-08-20T11:13:43
i_002644,u_0119,p_0064,view,,334,2025-09-14T20:42:43
i_002645,u_0120,p_0060,checkin,4.3,,2025-07-07T19:55:43
i_002646,u_0120,p_0014,view,,205,2025-07-26T23:12:43
i_002647,u_0120,p_0110,view,,293,2025-07-20T05:11:43
i_002648,u_0120,p_0006,view,,382,2025-07-14T03:18:43
i_002649,u_0120,p_0104,view,,230,2025-07-20T15:15:43
i_002650,u_0120,p_0056,click,4.4,281,2025-10-06T18:47:43
i_002651,u_0120,p_0060,checkin,4.7,,2025-10-03T13:18:43
i_002652,u_0120,p_0001,save,,,2025-08-07T05:59:43
i_002653,u_0120,p_0117,click,,171,2025-08-24T07:23:43
i_002654,u_0120,p_0118,view,,231,2025-10-12T00:12:43
i_002655,u_0120,p_0106,click,4.2,45,2025-09-18T07:02:43
i_002656,u_0120,p_0056,click,,266,2025-09-10T09:08:43
i_002657,u_0120,p_0063,view,,308,2025-07-23T13:17:43
i_002658,u_0120,p_0057,view,,368,2025-08-26T12:50:43
i_002659,u_0120,p_0004,click,,170,2025-10-08T16:08:43
i_002660,u_0120,p_0004,click,4.4,154,2025-10-06T20:22:43
i_002661,u_0120,p_0114,click,4.3,211,2025-07-08T05:02:43
i_002662,u_0120,p_0112,click,,211,2025-10-30T21:07:43
i_002663,u_0120,p_0111,view,,136,2025-07-16T16:22:43
i_002664,u_0120,p_0063,view,,367,2025-07-23T07:20:43
i_002665,u_0120,p_0007,checkin,3.6,,2025-08-19T09:56:43
i_002666,u_0120,p_0103,view,,418,2025-08-03T08:59:43
i_002667,u_0120,p_0009,view,,201,2025-10-23T01:48:43
i_002668,u_0120,p_0010,view,,373,2025-08-18T00:42:43
i_002669,u_0120,p_0012,click,3.3,193,2025-07-12T06:28:43
i_002670,u_0120,p_0005,save,,,2025-09-07T20:54:43
i_002671,u_0120,p_0058,click,4.6,188,2025-11-02T19:55:43
i_002672,u_0120,p_0115,view,,149,2025-07-17T10:32:43
i_002673,u_0121,p_0065,view,,236,2025-08-24T01:19:43
i_002674,u_0121,p_0063,click,,251,2025-07-29T05:52:43
i_002675,u_0121,p_0113,view,,313,2025-07-09T12:23:43
i_002676,u_0121,p_0059,click,4.4,234,2025-10-03T23:15:43
i_002677,u_0121,p_0056,click,5.0,317,2025-08-27T23:43:43
i_002678,u_0121,p_0062,view,,216,2025-08-26T22:23:43
i_002679,u_0121,p_0058,view,,249,2025-10-27T17:15:43
i_002680,u_0121,p_0013,view,,180,2025-10-15T04:19:43
i_002681,u_0121,p_0064,view,,247,2025-08-17T09:25:43
i_002682,u_0121,p_0057,click,,247,2025-08-19T11:41:43
i_002683,u_0121,p_0058,click,4.9,333,2025-10-06T12:47:43
i_002684,u_0121,p_0056,click,,297,2025-10-14T06:02:43
i_002685,u_0121,p_0065,view,,316,2025-07-28T20:20:43
i_002686,u_0121,p_0008,view,,244,2025-07-07T18:27:43
i_002687,u_0121,p_0012,click,3.3,139,2025-10-05T23:07:43
i_002688,u_0121,p_0109,click,,148,2025-07-29T10:24:43
i_002689,u_0121,p_0057,click,,305,2025-07-29T14:17:43
i_002690,u_0121,p_0061,click,3.3,141,2025-11-04T07:12:43
i_002691,u_0121,p_0016,click,4.1,328,2025-09-13T10:57:43
i_002692,u_0121,p_0061,save,,,2025-07-31T04:05:43
i_002693,u_0121,p_0013,view,,193,2025-09-21T07:13:43
i_002694,u_0121,p_0063,click,5.0,266,2025-07-24T05:58:43
i_002695,u_0121,p_0060,save,3.5,,2025-09-22T18:55:43
i_002696,u_0121,p_0067,click,3.5,193,2025-10-15T18:23:43
i_002697,u_0121,p_0015,view,,99,2025-08-09T17:11:43
i_002698,u_0121,p_0057,click,4.8,167,2025-07-16T13:53:43
i_002699,u_0121,p_0114,click,3.5,220,2025-07-31T09:57:43
i_002700,u_0121,p_0014,click,3.0,228,2025-07-17T06:38:43
i_002701,u_0121,p_0063,view,,342,2025-07-10T08:28:43
i_002702,u_0122,p_0114,save,,,2025-09-24T09:22:43
i_002703,u_0122,p_0004,checkin,,,2025-08-07T21:50:43
i_002704,u_0122,p_0101,view,,233,2025-10-31T18:58:43
i_002705,u_0122,p_0055,view,,136,2025-10-12T08:06:43
i_002706,u_0122,p_0063,checkin,4.8,,2025-09-12T05:20:43
i_002707,u_0122,p_0067,click,,188,2025-07-23T11:45:43
i_002708,u_0122,p_0056,save,4.3,,2025-07-17T07:55:43
i_002709,u_0122,p_0057,click,,347,2025-10-19T03:51:43
i_002710,u_0122,p_0109,view,,105,2025-07-10T05:14:43
i_002711,u_0122,p_0106,save,,,2025-09-16T17:36:43
i_002712,u_0122,p_0019,save,5.0,,2025-10-08T20:48:43
i_002713,u_0122,p_0063,view,,287,2025-08-16T16:07:43
i_002714,u_0122,p_0103,click,,264,2025-10-10T16:22:43
i_002715,u_0122,p_0065,save,4.3,,2025-08-18T07:08:43
i_002716,u_0122,p_0061,click,3.2,157,2025-08-25T01:05:43
i_002717,u_0122,p_0101,view,,343,2025-07-17T01:22:43
i_002718,u_0122,p_0064,click,3.9,342,2025-11-02T23:34:43
i_002719,u_0122,p_0010,view,,204,2025-09-02T15:37:43
i_002720,u_0122,p_0106,view,,140,2025-09-06T22:39:43
i_002721,u_0122,p_0063,view,,176,2025-09-14T19:48:43
i_002722,u_0122,p_0066,checkin,,,2025-08-15T05:28:43
i_002723,u_0122,p_0059,save,,,2025-07-24T22:11:43
i_002724,u_0122,p_0010,view,,118,2025-07-18T04:58:43
i_002725,u_0122,p_0103,click,,180,2025-10-15T05:01:43
i_002726,u_0122,p_0057,click,3.7,247,2025-07-20T05:58:43
i_002727,u_0122,p_0013,view,,367,2025-07-21T05:18:43
i_002728,u_0122,p_0063,click,3.6,286,2025-08-31T18:00:43
i_002729,u_0122,p_0016,click,,124,2025-11-01T19:35:43
i_002730,u_0123,p_0117,view,,224,2025-09-12T08:49:43
i_002731,u_0123,p_0114,view,,267,2025-10-28T17:33:43
i_002732,u_0123,p_0014,checkin,3.7,,2025-08-22T15:30:43
i_002733,u_0123,p_0059,click,,307,2025-11-01T15:25:43
i_002734,u_0123,p_0016,checkin,,,2025-10-06T12:58:43
i_002735,u_0123,p_0005,click,4.1,196,2025-07-18T04:20:43
i_002736,u_0123,p_0006,click,5.0,299,2025-10-04T14:49:43
i_002737,u_0123,p_0063,view,,446,2025-08-17T07:06:43
i_002738,u_0123,p_0113,click,,444,2025-08-11T07:21:43
i_002739,u_0123,p_0065,view,,239,2025-08-03T09:32:43
i_002740,u_0123,p_0067,click,3.2,71,2025-07-22T14:28:43
i_002741,u_0123,p_0056,checkin,,,2025-09-14T18:14:43
i_002742,u_0123,p_0066,click,,321,2025-08-10T04:27:43
i_002743,u_0123,p_0006,click,2.7,363,2025-10-26T08:42:43
i_002744,u_0123,p_0002,click,4.9,121,2025-08-04T10:08:43
i_002745,u_0124,p_0006,click,4.3,417,2025-08-29T14:29:43
i_002746,u_0124,p_0056,view,,319,2025-08-22T22:01:43
i_002747,u_0124,p_0115,view,,216,2025-07-23T11:15:43
i_002748,u_0124,p_0008,checkin,,,2025-09-09T18:30:43
i_002749,u_0124,p_0061,save,,,2025-10-02T14:51:43
i_002750,u_0124,p_0117,save,4.6,,2025-08-23T16:07:43
i_002751,u_0124,p_0066,view,,215,2025-08-02T08:41:43
i_002752,u_0124,p_0006,view,,292,2025-09-30T03:36:43
i_002753,u_0124,p_0018,click,4.3,324,2025-11-01T02:13:43
i_002754,u_0124,p_0110,save,,,2025-10-23T02:43:43
i_002755,u_0124,p_0064,view,,236,2025-10-30T17:01:43
i_002756,u_0124,p_0115,view,,302,2025-08-21T13:59:43
i_002757,u_0124,p_0013,view,,222,2025-09-25T10:00:43
i_002758,u_0124,p_0113,view,,232,2025-08-29T09:47:43
i_002759,u_0124,p_0057,save,,,2025-07-22T10:52:43
i_002760,u_0124,p_0007,view,,253,2025-09-21T23:37:43
i_002761,u_0124,p_0063,view,,195,2025-07-17T11:25:43
i_002762,u_0124,p_0065,click,,269,2025-11-01T03:02:43
i_002763,u_0124,p_0066,click,,213,2025-07-28T09:27:43
i_002764,u_0124,p_0066,checkin,,,2025-10-12T06:48:43
i_002765,u_0124,p_0058,click,4.2,421,2025-08-17T05:36:43
i_002766,u_0124,p_0061,click,,235,2025-08-25T22:52:43
i_002767,u_0124,p_0063,view,,315,2025-10-19T21:46:43
i_002768,u_0124,p_0117,view,,315,2025-08-25T03:11:43
i_002769,u_0124,p_0056,click,4.1,182,2025-08-19T19:03:43
i_002770,u_0124,p_0061,click,,206,2025-09-03T02:36:43
i_002771,u_0125,p_0015,checkin,,,2025-10-18T09:27:43
i_002772,u_0125,p_0103,save,4.1,,2025-10-09T01:11:43
i_002773,u_0125,p_0104,checkin,,,2025-07-09T21:15:43
i_002774,u_0125,p_0013,view,,225,2025-09-13T20:43:43
i_002775,u_0125,p_0001,checkin,,,2025-08-26T20:23:43
i_002776,u_0125,p_0013,view,,321,2025-07-18T02:36:43
i_002777,u_0125,p_0013,save,4.3,,2025-10-09T19:31:43
i_002778,u_0125,p_0006,view,,289,2025-09-25T10:48:43
i_002779,u_0125,p_0060,checkin,3.7,,2025-07-30T19:49:43
i_002780,u_0125,p_0112,click,,152,2025-10-05T04:50:43
i_002781,u_0125,p_0014,save,4.1,,2025-09-12T10:44:43
i_002782,u_0125,p_0015,click,3.3,264,2025-09-26T21:34:43
i_002783,u_0125,p_0112,view,,287,2025-07-18T10:12:43
i_002784,u_0125,p_0064,checkin,4.5,,2025-11-01T16:07:43
i_002785,u_0125,p_0006,checkin,4.2,,2025-08-26T15:33:43
i_002786,u_0125,p_0062,click,,210,2025-08-09T02:24:43
i_002787,u_0125,p_0113,view,,297,2025-08-16T22:10:43
i_002788,u_0125,p_0108,save,2.7,,2025-07-26T07:26:43
i_002789,u_0125,p_0055,view,,196,2025-07-27T16:52:43
i_002790,u_0126,p_0019,view,,200,2025-09-04T16:46:43
i_002791,u_0126,p_0057,save,4.5,,2025-07-31T16:58:43
i_002792,u_0126,p_0014,click,4.1,123,2025-07-20T13:33:43
i_002793,u_0126,p_0060,save,3.2,,2025-10-30T22:11:43
i_002794,u_0126,p_0113,save,4.6,,2025-10-03T09:48:43
i_002795,u_0126,p_0063,view,,357,2025-09-30T06:05:43
i_002796,u_0126,p_0065,click,3.3,233,2025-08-29T00:46:43
i_002797,u_0126,p_0104,checkin,3.9,,2025-09-07T20:29:43
i_002798,u_0126,p_0110,view,,270,2025-10-25T08:57:43
i_002799,u_0126,p_0104,save,3.1,,2025-09-26T10:53:43
i_002800,u_0126,p_0066,save,,,2025-08-18T12:55:43
i_002801,u_0126,p_0063,save,,,2025-07-16T06:33:43
i_002802,u_0126,p_0017,view,,159,2025-07-24T20:05:43
i_002803,u_0126,p_0013,view,,252,2025-08-13T07:11:43
i_002804,u_0126,p_0064,checkin,5.0,,2025-08-08T22:38:43
i_002805,u_0126,p_0111,click,4.1,203,2025-11-01T22:53:43
i_002806,u_0126,p_0005,view,,153,2025-08-20T07:43:43
i_002807,u_0126,p_0011,checkin,5.0,,2025-09-13T23:42:43
i_002808,u_0126,p_0055,checkin,3.9,,2025-08-19T00:10:43
i_002809,u_0126,p_0104,click,4.3,289,2025-07-30T19:34:43
i_002810,u_0127,p_0011,view,,81,2025-10-09T16:09:43
i_002811,u_0127,p_0010,click,3.7,436,2025-07-28T14:07:43
i_002812,u_0127,p_0001,view,,297,2025-09-25T02:26:43
i_002813,u_0127,p_0067,click,4.8,239,2025-10-16T14:18:43
i_002814,u_0127,p_0065,view,,189,2025-09-12T10:28:43
i_002815,u_0127,p_0013,save,,,2025-08-03T23:48:43
i_002816,u_0127,p_0103,click,,206,2025-08-11T13:38:43
i_002817,u_0127,p_0064,view,,390,2025-09-14T21:53:43
i_002818,u_0127,p_0106,view,,195,2025-08-23T01:40:43
i_002819,u_0127,p_0004,click,,186,2025-07-10T07:57:43
i_002820,u_0127,p_0060,checkin,3.7,,2025-10-09T00:01:43
i_002821,u_0127,p_0002,view,,71,2025-08-01T19:12:43
i_002822,u_0127,p_0006,click,4.8,281,2025-08-04T01:22:43
i_002823,u_0127,p_0055,click,3.3,230,2025-11-01T11:47:43
i_002824,u_0127,p_0059,click,,382,2025-08-06T16:21:43
i_002825,u_0127,p_0112,save,3.7,,2025-07-18T17:33:43
i_002826,u_0127,p_0060,click,,98,2025-08-26T12:08:43
i_002827,u_0127,p_0055,save,,,2025-08-07T05:31:43
i_002828,u_0127,p_0067,click,4.7,291,2025-09-09T15:55:43
i_002829,u_0127,p_0065,view,,392,2025-08-19T05:57:43
i_002830,u_0127,p_0103,view,,230,2025-07-28T18:31:43
i_002831,u_0127,p_0064,view,,268,2025-08-05T20:26:43
i_002832,u_0127,p_0065,save,3.9,,2025-10-06T21:25:43
i_002833,u_0127,p_0007,view,,374,2025-08-10T19:21:43
i_002834,u_0127,p_0016,checkin,3.3,,2025-07-29T00:15:43
i_002835,u_0128,p_0113,view,,280,2025-07-22T14:27:43
i_002836,u_0128,p_0062,checkin,4.1,,2025-10-01T18:05:43
i_002837,u_0128,p_0059,click,,206,2025-09-22T06:47:43
i_002838,u_0128,p_0013,view,,159,2025-09-21T13:57:43
i_002839,u_0128,p_0063,save,4.7,,2025-07-11T16:06:43
i_002840,u_0128,p_0119,view,,264,2025-09-25T20:11:43
i_002841,u_0128,p_0111,view,,191,2025-08-25T05:38:43
i_002842,u_0128,p_0005,save,,,2025-10-06T02:21:43
i_002843,u_0128,p_0002,view,,372,2025-08-22T03:38:43
i_002844,u_0128,p_0016,view,,154,2025-08-11T08:40:43
i_002845,u_0128,p_0114,click,,267,2025-09-20T16:42:43
i_002846,u_0128,p_0105,click,,240,2025-09-26T21:52:43
i_002847,u_0128,p_0057,checkin,,,2025-07-15T20:58:43
i_002848,u_0128,p_0065,view,,260,2025-07-12T03:33:43
i_002849,u_0128,p_0009,view,,139,2025-07-10T17:32:43
i_002850,u_0128,p_0117,save,,,2025-10-13T23:44:43
i_002851,u_0128,p_0012,view,,36,2025-10-05T08:18:43
i_002852,u_0128,p_0062,checkin,,,2025-08-01T05:32:43
i_002853,u_0128,p_0056,view,,217,2025-10-18T07:40:43
i_002854,u_0128,p_0019,view,,36,2025-09-17T00:00:43
i_002855,u_0128,p_0002,view,,268,2025-09-24T05:09:43
i_002856,u_0128,p_0058,save,,,2025-10-13T15:20:43
i_002857,u_0128,p_0017,click,,187,2025-08-04T07:54:43
i_002858,u_0128,p_0055,click,3.2,302,2025-08-09T17:01:43
i_002859,u_0128,p_0115,save,3.6,,2025-09-28T13:49:43
i_002860,u_0129,p_0016,view,,169,2025-09-23T04:38:43
i_002861,u_0129,p_0006,checkin,4.4,,2025-09-03T14:17:43
i_002862,u_0129,p_0016,view,,192,2025-10-02T18:30:43
i_002863,u_0129,p_0018,view,,257,2025-07-17T05:42:43
i_002864,u_0129,p_0117,view,,164,2025-07-17T00:26:43
i_002865,u_0129,p_0061,view,,113,2025-08-23T20:43:43
i_002866,u_0129,p_0115,view,,207,2025-08-11T03:48:43
i_002867,u_0129,p_0107,view,,95,2025-09-25T03:44:43
i_002868,u_0129,p_0011,view,,258,2025-08-14T18:27:43
i_002869,u_0129,p_0101,view,,123,2025-10-16T07:31:43
i_002870,u_0129,p_0012,click,,177,2025-08-12T22:58:43
i_002871,u_0129,p_0065,click,,37,2025-09-14T22:22:43
i_002872,u_0129,p_0064,save,5.0,,2025-08-12T18:40:43
i_002873,u_0129,p_0017,checkin,2.0,,2025-07-26T08:27:43
i_002874,u_0129,p_0103,view,,255,2025-10-29T21:49:43
i_002875,u_0129,p_0057,save,,,2025-10-11T09:37:43
i_002876,u_0129,p_0006,click,3.6,176,2025-09-12T05:21:43
i_002877,u_0129,p_0063,view,,305,2025-09-29T06:16:43
i_002878,u_0129,p_0059,save,4.3,,2025-10-31T19:28:43
i_002879,u_0129,p_0018,click,3.9,196,2025-08-14T00:32:43
i_002880,u_0129,p_0009,view,,127,2025-08-04T20:33:43
i_002881,u_0129,p_0103,view,,324,2025-07-25T08:34:43
i_002882,u_0129,p_0007,click,3.4,160,2025-09-02T10:13:43
i_002883,u_0129,p_0007,view,,244,2025-10-26T10:07:43
i_002884,u_0130,p_0067,click,,259,2025-08-09T13:52:43
i_002885,u_0130,p_0065,checkin,4.0,,2025-08-21T23:12:43
i_002886,u_0130,p_0119,checkin,3.0,,2025-09-24T00:07:43
i_002887,u_0130,p_0065,click,4.9,256,2025-07-24T15:40:43
i_002888,u_0130,p_0065,click,4.0,203,2025-07-09T01:01:43
i_002889,u_0130,p_0117,click,,93,2025-08-21T01:10:43
i_002890,u_0130,p_0063,click,5.0,315,2025-09-28T01:56:43
i_002891,u_0130,p_0017,view,,206,2025-09-08T01:43:43
i_002892,u_0130,p_0112,save,,,2025-09-14T09:53:43
i_002893,u_0130,p_0060,view,,70,2025-08-18T06:59:43
i_002894,u_0130,p_0056,save,,,2025-09-13T01:27:43
i_002895,u_0130,p_0113,view,,282,2025-08-07T20:32:43
i_002896,u_0130,p_0115,save,,,2025-08-08T19:52:43
i_002897,u_0130,p_0014,save,3.7,,2025-08-15T12:37:43
i_002898,u_0130,p_0007,save,,,2025-08-21T14:07:43
i_002899,u_0131,p_0115,click,,190,2025-09-14T02:06:43
i_002900,u_0131,p_0064,click,,231,2025-07-27T15:08:43
i_002901,u_0131,p_0065,click,4.2,315,2025-08-16T16:43:43
i_002902,u_0131,p_0006,view,,337,2025-08-09T13:33:43
i_002903,u_0131,p_0057,view,,345,2025-09-15T09:16:43
i_002904,u_0131,p_0065,click,,206,2025-10-26T22:23:43
i_002905,u_0131,p_0059,view,,212,2025-09-15T16:31:43
i_002906,u_0131,p_0008,view,,171,2025-10-18T01:38:43
i_002907,u_0131,p_0009,click,,177,2025-09-23T13:10:43
i_002908,u_0131,p_0059,save,4.5,,2025-08-07T19:10:43
i_002909,u_0131,p_0060,view,,305,2025-08-04T03:23:43
i_002910,u_0131,p_0115,view,,119,2025-10-16T00:15:43
i_002911,u_0131,p_0117,view,,270,2025-07-22T02:00:43
i_002912,u_0131,p_0066,click,3.7,193,2025-07-16T13:05:43
i_002913,u_0131,p_0066,save,,,2025-07-20T10:23:43
i_002914,u_0131,p_0001,save,3.0,,2025-10-19T05:37:43
i_002915,u_0131,p_0056,click,,411,2025-10-18T14:20:43
i_002916,u_0131,p_0119,click,,230,2025-08-27T19:10:43
i_002917,u_0131,p_0106,click,,97,2025-10-09T00:10:43
i_002918,u_0132,p_0106,click,3.5,81,2025-08-04T12:09:43
i_002919,u_0132,p_0057,save,,,2025-09-22T02:35:43
i_002920,u_0132,p_0002,click,4.2,197,2025-08-31T10:59:43
i_002921,u_0132,p_0065,click,,239,2025-08-21T05:04:43
i_002922,u_0132,p_0057,save,,,2025-11-04T06:56:43
i_002923,u_0132,p_0067,save,4.0,,2025-11-01T08:33:43
i_002924,u_0132,p_0067,save,,,2025-08-30T11:50:43
i_002925,u_0132,p_0064,view,,271,2025-09-16T18:39:43
i_002926,u_0132,p_0116,view,,97,2025-07-20T04:19:43
i_002927,u_0132,p_0001,save,,,2025-09-15T08:00:43
i_002928,u_0132,p_0064,click,5.0,301,2025-08-17T12:44:43
i_002929,u_0132,p_0107,view,,163,2025-08-21T10:42:43
i_002930,u_0132,p_0066,save,,,2025-10-17T22:50:43
i_002931,u_0132,p_0005,view,,223,2025-09-04T02:06:43
i_002932,u_0132,p_0064,click,,272,2025-08-13T12:38:43
i_002933,u_0132,p_0115,click,,47,2025-08-09T13:09:43
i_002934,u_0132,p_0065,view,,255,2025-10-19T18:51:43
i_002935,u_0132,p_0008,view,,134,2025-08-26T17:48:43
i_002936,u_0132,p_0111,view,,250,2025-09-11T13:28:43
i_002937,u_0132,p_0013,checkin,,,2025-10-11T13:24:43
i_002938,u_0132,p_0056,save,,,2025-07-09T16:57:43
i_002939,u_0132,p_0103,view,,287,2025-09-25T11:24:43
i_002940,u_0133,p_0066,view,,266,2025-08-12T06:15:43
i_002941,u_0133,p_0066,view,,407,2025-08-02T10:23:43
i_002942,u_0133,p_0055,view,,183,2025-09-30T09:00:43
i_002943,u_0133,p_0103,checkin,,,2025-07-14T21:40:43
i_002944,u_0133,p_0058,save,,,2025-09-04T19:27:43
i_002945,u_0133,p_0117,click,,210,2025-09-06T20:36:43
i_002946,u_0133,p_0006,save,,,2025-10-30T22:04:43
i_002947,u_0133,p_0056,click,,415,2025-08-23T18:19:43
i_002948,u_0133,p_0119,view,,95,2025-10-19T11:35:43
i_002949,u_0133,p_0064,click,,209,2025-08-21T16:41:43
i_002950,u_0133,p_0060,save,3.8,,2025-08-08T14:55:43
i_002951,u_0133,p_0015,click,4.1,165,2025-10-11T20:06:43
i_002952,u_0133,p_0118,click,,74,2025-07-09T16:34:43
i_002953,u_0133,p_0018,view,,433,2025-07-26T11:59:43
i_002954,u_0133,p_0011,click,5.0,124,2025-09-13T16:08:43
i_002955,u_0133,p_0060,save,4.2,,2025-09-22T09:51:43
i_002956,u_0133,p_0009,save,,,2025-10-22T00:27:43
i_002957,u_0133,p_0004,click,,79,2025-08-03T04:15:43
i_002958,u_0133,p_0109,view,,188,2025-08-03T11:52:43
i_002959,u_0133,p_0055,click,4.0,188,2025-08-13T05:01:43
i_002960,u_0133,p_0005,checkin,5.0,,2025-09-08T03:04:43
i_002961,u_0134,p_0005,click,,218,2025-09-09T08:00:43
i_002962,u_0134,p_0056,view,,288,2025-08-02T12:50:43
i_002963,u_0134,p_0057,save,3.1,,2025-10-05T23:15:43
i_002964,u_0134,p_0065,view,,326,2025-10-23T19:02:43
i_002965,u_0134,p_0067,click,,200,2025-10-23T03:42:43
i_002966,u_0134,p_0001,click,2.9,250,2025-08-16T08:37:43
i_002967,u_0134,p_0006,view,,401,2025-10-22T16:20:43
i_002968,u_0134,p_0009,click,,158,2025-10-17T06:01:43
i_002969,u_0134,p_0062,view,,345,2025-10-02T07:17:43
i_002970,u_0134,p_0064,click,4.4,277,2025-10-16T08:20:43
i_002971,u_0134,p_0065,click,4.4,167,2025-10-21T08:47:43
i_002972,u_0134,p_0011,click,4.0,174,2025-10-26T00:08:43
i_002973,u_0134,p_0003,view,,235,2025-08-16T21:12:43
i_002974,u_0134,p_0062,save,4.9,,2025-09-15T14:52:43
i_002975,u_0134,p_0056,view,,189,2025-11-04T15:33:43
i_002976,u_0135,p_0062,view,,228,2025-07-29T20:11:43
i_002977,u_0135,p_0065,view,,270,2025-07-22T03:48:43
i_002978,u_0135,p_0055,click,,92,2025-08-31T02:31:43
i_002979,u_0135,p_0007,view,,310,2025-09-16T21:14:43
i_002980,u_0135,p_0006,view,,281,2025-08-19T14:30:43
i_002981,u_0135,p_0056,click,4.5,358,2025-09-07T16:18:43
i_002982,u_0135,p_0012,save,,,2025-08-28T15:10:43
i_002983,u_0135,p_0058,view,,400,2025-09-25T18:12:43
i_002984,u_0135,p_0015,view,,251,2025-10-31T02:24:43
i_002985,u_0135,p_0059,view,,361,2025-08-05T01:32:43
i_002986,u_0135,p_0067,click,4.4,360,2025-09-28T02:13:43
i_002987,u_0135,p_0005,view,,183,2025-09-24T19:50:43
i_002988,u_0135,p_0065,view,,267,2025-07-17T14:20:43
i_002989,u_0135,p_0064,checkin,4.2,,2025-08-12T17:23:43
i_002990,u_0135,p_0014,view,,217,2025-10-16T18:07:43
i_002991,u_0135,p_0063,view,,309,2025-10-22T05:32:43
i_002992,u_0135,p_0103,view,,297,2025-07-10T02:46:43
i_002993,u_0135,p_0066,save,4.2,,2025-08-15T15:19:43
i_002994,u_0135,p_0101,view,,264,2025-08-10T17:15:43
i_002995,u_0135,p_0065,save,,,2025-08-09T19:49:43
i_002996,u_0135,p_0002,view,,336,2025-07-14T22:49:43
i_002997,u_0136,p_0063,checkin,,,2025-10-13T03:44:43
i_002998,u_0136,p_0113,view,,344,2025-08-02T06:27:43
i_002999,u_0136,p_0003,checkin,3.9,,2025-09-07T22:27:43
i_003000,u_0136,p_0111,view,,182,2025-10-20T06:02:43
i_003001,u_0136,p_0060,view,,162,2025-08-11T13:16:43
i_003002,u_0136,p_0063,view,,347,2025-10-18T14:41:43
i_003003,u_0136,p_0059,view,,198,2025-09-11T23:47:43
i_003004,u_0136,p_0064,checkin,4.2,,2025-08-30T02:44:43
i_003005,u_0136,p_0002,view,,69,2025-07-12T05:08:43
i_003006,u_0136,p_0063,checkin,4.6,,2025-08-17T11:29:43
i_003007,u_0136,p_0116,save,,,2025-09-08T14:03:43
i_003008,u_0136,p_0014,view,,233,2025-09-16T01:27:43
i_003009,u_0136,p_0059,click,3.4,151,2025-09-21T08:38:43
i_003010,u_0136,p_0016,view,,213,2025-08-12T07:51:43
i_003011,u_0136,p_0108,view,,20,2025-09-12T10:03:43
i_003012,u_0136,p_0002,view,,161,2025-08-05T04:03:43
